,Score,Localization,Dataset_Name,Type
NOL11,0.466652,Nucleus,Mertins_Breast_PD,Proteome
NOL6,0.45057997,Nucleus,Mertins_Breast_PD,Proteome
NOL7,0.42051423,Nucleus,Mertins_Breast_PD,Proteome
NOL8,0.22696154,Nucleus,Mertins_Breast_PD,Proteome
NOL9,0.4757386,Nucleus,Mertins_Breast_PD,Proteome
NOLC1,0.2480171,Nucleus,Mertins_Breast_PD,Proteome
NOM1,0.4524784,Nucleus,Mertins_Breast_PD,Proteome
NOMO1,-0.42022344,Secretory,Mertins_Breast_PD,Proteome
NOP14,0.46968663,Nucleus,Mertins_Breast_PD,Proteome
NOP16,0.44532308,Nucleus,Mertins_Breast_PD,Proteome
NOP2,0.45825773,Nucleus,Mertins_Breast_PD,Proteome
NOP56,0.4404952,Nucleus,Mertins_Breast_PD,Proteome
NOP58,0.4747517,Nucleus,Mertins_Breast_PD,Proteome
NOP9,0.46635833,Nucleus,Mertins_Breast_PD,Proteome
NOTCH2,-0.058043674,Secretory,Mertins_Breast_PD,Proteome
NOTCH3,-3.4051394e-05,Secretory,Mertins_Breast_PD,Proteome
NPC1,0.24874413,Secretory,Mertins_Breast_PD,Proteome
NPEPL1,0.19242263,Cytosol,Mertins_Breast_PD,Proteome
NPEPPS,-0.10336767,Cytosol,Mertins_Breast_PD,Proteome
NPM1,0.28101268,Nucleus,Mertins_Breast_PD,Proteome
NPM3,0.2824078,Nucleus,Mertins_Breast_PD,Proteome
NPTN,0.07396182,Secretory,Mertins_Breast_PD,Proteome
NQO1,-0.1837442,Cytosol,Mertins_Breast_PD,Proteome
NQO2,0.19639906,Cytosol,Mertins_Breast_PD,Proteome
NR3C1,0.3174527,Cytosol,Mertins_Breast_PD,Proteome
NRBP1,0.2970143,Cytosol,Mertins_Breast_PD,Proteome
NRF1,0.13666855,Nucleus,Mertins_Breast_PD,Proteome
NRP1,-0.42747375,Secretory,Mertins_Breast_PD,Proteome
NRP2,-0.42910483,Secretory,Mertins_Breast_PD,Proteome
NSDHL,0.22450462,Secretory,Mertins_Breast_PD,Proteome
NSF,-0.29422972,Secretory,Mertins_Breast_PD,Proteome
NSFL1C,-0.40354136,Cytosol,Mertins_Breast_PD,Proteome
NSL1,-0.37072313,Nucleus,Mertins_Breast_PD,Proteome
NSMAF,0.32901734,Cytosol,Mertins_Breast_PD,Proteome
NSUN4,0.093728475,Mitochondria,Mertins_Breast_PD,Proteome
NSUN6,0.27250364,Cytosol,Mertins_Breast_PD,Proteome
NT5C,0.034837525,Cytosol,Mertins_Breast_PD,Proteome
NT5C2,0.03830262,Cytosol,Mertins_Breast_PD,Proteome
NT5C3B,0.07959858,Cytosol,Mertins_Breast_PD,Proteome
NT5DC1,0.21209906,Cytosol,Mertins_Breast_PD,Proteome
NT5E,-0.44475085,Secretory,Mertins_Breast_PD,Proteome
NTAN1,0.31939608,Cytosol,Mertins_Breast_PD,Proteome
NTHL1,-0.39542967,Nucleus,Mertins_Breast_PD,Proteome
NUB1,0.1268657,Cytosol,Mertins_Breast_PD,Proteome
NUBPL,0.21320675,Mitochondria,Mertins_Breast_PD,Proteome
NUDC,-0.44912764,Cytosol,Mertins_Breast_PD,Proteome
NUDCD1,-0.39035952,Cytosol,Mertins_Breast_PD,Proteome
NUDCD2,0.2024711,Cytosol,Mertins_Breast_PD,Proteome
NUDCD3,-0.3537877,Cytosol,Mertins_Breast_PD,Proteome
NUDT1,-0.21879335,Cytosol,Mertins_Breast_PD,Proteome
NUDT14,0.216202,Cytosol,Mertins_Breast_PD,Proteome
NUDT15,-0.32849097,Cytosol,Mertins_Breast_PD,Proteome
NUDT16,0.23369123,Cytosol,Mertins_Breast_PD,Proteome
NUDT2,0.23609391,Cytosol,Mertins_Breast_PD,Proteome
NUMB,-0.42846462,Secretory,Mertins_Breast_PD,Proteome
NUP107,0.45396373,Nucleus,Mertins_Breast_PD,Proteome
NUP133,0.45460108,Nucleus,Mertins_Breast_PD,Proteome
NUP153,0.4429607,Nucleus,Mertins_Breast_PD,Proteome
NUP155,0.42981863,Nucleus,Mertins_Breast_PD,Proteome
NUP205,0.45520535,Nucleus,Mertins_Breast_PD,Proteome
NUP210,-0.32106808,Nucleus,Mertins_Breast_PD,Proteome
NUP50,0.26494625,Nucleus,Mertins_Breast_PD,Proteome
NUP93,0.46238306,Nucleus,Mertins_Breast_PD,Proteome
NUP98,0.34661096,Nucleus,Mertins_Breast_PD,Proteome
NXF1,0.2229332,Nucleus,Mertins_Breast_PD,Proteome
NXT1,0.044169832,Nucleus,Mertins_Breast_PD,Proteome
OARD1,0.003939431,Cytosol,Mertins_Breast_PD,Proteome
OBSL1,-0.32373923,Cytosol,Mertins_Breast_PD,Proteome
OCIAD1,0.13164294,Mitochondria,Mertins_Breast_PD,Proteome
OCIAD2,0.062298123,Mitochondria,Mertins_Breast_PD,Proteome
OCLN,-0.027419616,Secretory,Mertins_Breast_PD,Proteome
ODF2,-0.28278163,Mitochondria,Mertins_Breast_PD,Proteome
OGFR,-0.40285307,Cytosol,Mertins_Breast_PD,Proteome
OLA1,-0.15225281,Cytosol,Mertins_Breast_PD,Proteome
OPA1,0.07110472,Mitochondria,Mertins_Breast_PD,Proteome
OS9,-0.23304208,Secretory,Mertins_Breast_PD,Proteome
OSBPL2,-0.35322905,Cytosol,Mertins_Breast_PD,Proteome
OSBPL8,0.22332908,Secretory,Mertins_Breast_PD,Proteome
OTUB1,0.22625303,Cytosol,Mertins_Breast_PD,Proteome
OXA1L,-0.16164704,Mitochondria,Mertins_Breast_PD,Proteome
OXR1,-0.06554429,Cytosol,Mertins_Breast_PD,Proteome
P2RX4,0.16362752,Secretory,Mertins_Breast_PD,Proteome
P4HB,-0.27016142,Nucleus,Mertins_Breast_PD,Proteome
PAAF1,0.084444195,Cytosol,Mertins_Breast_PD,Proteome
PABPC1,0.28879002,Nucleus,Mertins_Breast_PD,Proteome
PACSIN2,-0.050245583,Cytosol,Mertins_Breast_PD,Proteome
PAF1,0.36579585,Nucleus,Mertins_Breast_PD,Proteome
PAIP1,-0.5308376,Cytosol,Mertins_Breast_PD,Proteome
PAIP2,-0.5167057,Cytosol,Mertins_Breast_PD,Proteome
PAK1,-0.42061368,Cytosol,Mertins_Breast_PD,Proteome
PAK1IP1,0.44724765,Nucleus,Mertins_Breast_PD,Proteome
PAK2,0.29855916,Cytosol,Mertins_Breast_PD,Proteome
PALLD,0.2990087,Cytosol,Mertins_Breast_PD,Proteome
PAM,-0.46560225,Secretory,Mertins_Breast_PD,Proteome
PANK2,-0.14222434,Cytosol,Mertins_Breast_PD,Proteome
PANK4,0.19378124,Cytosol,Mertins_Breast_PD,Proteome
PAPSS2,0.3133208,Cytosol,Mertins_Breast_PD,Proteome
PARK7,0.06309987,Cytosol,Mertins_Breast_PD,Proteome
PARP2,0.47245187,Nucleus,Mertins_Breast_PD,Proteome
PARP4,-0.4310874,Nucleus,Mertins_Breast_PD,Proteome
PARVA,0.30667636,Cytosol,Mertins_Breast_PD,Proteome
PATL1,-0.18793663,Cytosol,Mertins_Breast_PD,Proteome
PAXBP1,0.46912587,Nucleus,Mertins_Breast_PD,Proteome
PBDC1,0.21753162,Cytosol,Mertins_Breast_PD,Proteome
PBK,-0.2617491,Cytosol,Mertins_Breast_PD,Proteome
PBXIP1,0.2598149,Secretory,Mertins_Breast_PD,Proteome
PCBP1,0.18220474,Cytosol,Mertins_Breast_PD,Proteome
PCDH1,-0.15317214,Secretory,Mertins_Breast_PD,Proteome
PCF11,0.246635,Nucleus,Mertins_Breast_PD,Proteome
PCID2,-0.5268514,Cytosol,Mertins_Breast_PD,Proteome
PCMT1,0.1239199,Cytosol,Mertins_Breast_PD,Proteome
PCNA,-0.092536114,Cytosol,Mertins_Breast_PD,Proteome
PCYOX1,-0.3791142,Secretory,Mertins_Breast_PD,Proteome
PCYT2,0.19608988,Cytosol,Mertins_Breast_PD,Proteome
PDAP1,-0.38417968,Cytosol,Mertins_Breast_PD,Proteome
PDCD10,0.28085226,Cytosol,Mertins_Breast_PD,Proteome
PDCD11,0.44738096,Nucleus,Mertins_Breast_PD,Proteome
PDCD2,-0.37068334,Cytosol,Mertins_Breast_PD,Proteome
PDCD2L,-0.41947722,Cytosol,Mertins_Breast_PD,Proteome
PDCL3,-0.104739934,Cytosol,Mertins_Breast_PD,Proteome
PDE5A,-0.08619271,Cytosol,Mertins_Breast_PD,Proteome
PDE6D,0.32605916,Cytosol,Mertins_Breast_PD,Proteome
PDHX,-0.36923802,Secretory,Mertins_Breast_PD,Proteome
PDK1,-0.27888235,Mitochondria,Mertins_Breast_PD,Proteome
PDLIM5,0.31074739,Cytosol,Mertins_Breast_PD,Proteome
PDS5A,0.3944581,Nucleus,Mertins_Breast_PD,Proteome
PDS5B,-0.029871367,Nucleus,Mertins_Breast_PD,Proteome
PDSS2,0.019671734,Mitochondria,Mertins_Breast_PD,Proteome
PEBP1,0.13150114,Cytosol,Mertins_Breast_PD,Proteome
PEPD,0.3075961,Cytosol,Mertins_Breast_PD,Proteome
PEX14,0.18892536,Secretory,Mertins_Breast_PD,Proteome
PEX19,-0.075806424,Cytosol,Mertins_Breast_PD,Proteome
PEX6,-0.3650511,Secretory,Mertins_Breast_PD,Proteome
PFAS,0.026347073,Cytosol,Mertins_Breast_PD,Proteome
PFDN1,0.3032189,Cytosol,Mertins_Breast_PD,Proteome
PFDN2,-0.31697765,Cytosol,Mertins_Breast_PD,Proteome
PFDN5,0.04146019,Cytosol,Mertins_Breast_PD,Proteome
PFDN6,-0.22107065,Cytosol,Mertins_Breast_PD,Proteome
PFKFB2,0.0028134896,Cytosol,Mertins_Breast_PD,Proteome
PFKL,-0.4036479,Cytosol,Mertins_Breast_PD,Proteome
PFN1,0.3216208,Cytosol,Mertins_Breast_PD,Proteome
PFN2,0.16616368,Cytosol,Mertins_Breast_PD,Proteome
PGAM1,0.2870718,Cytosol,Mertins_Breast_PD,Proteome
PGAM5,-0.020985631,Mitochondria,Mertins_Breast_PD,Proteome
PGK1,0.29376692,Cytosol,Mertins_Breast_PD,Proteome
PGM1,0.33184943,Cytosol,Mertins_Breast_PD,Proteome
PGM2,0.10523391,Cytosol,Mertins_Breast_PD,Proteome
PGM2L1,0.31904233,Cytosol,Mertins_Breast_PD,Proteome
PGM3,-0.2708793,Cytosol,Mertins_Breast_PD,Proteome
PGP,-0.13001879,Cytosol,Mertins_Breast_PD,Proteome
PGRMC1,0.2363563,Secretory,Mertins_Breast_PD,Proteome
PGRMC2,0.24208848,Secretory,Mertins_Breast_PD,Proteome
PHACTR4,-0.50221735,Cytosol,Mertins_Breast_PD,Proteome
PHB2,0.071058676,Mitochondria,Mertins_Breast_PD,Proteome
PHF2,-0.13548908,Nucleus,Mertins_Breast_PD,Proteome
PHGDH,0.13543223,Cytosol,Mertins_Breast_PD,Proteome
PHIP,0.2520644,Nucleus,Mertins_Breast_PD,Proteome
PHKA1,-0.46130222,Cytosol,Mertins_Breast_PD,Proteome
PHKB,-0.48257354,Cytosol,Mertins_Breast_PD,Proteome
PHKG2,-0.18762621,Cytosol,Mertins_Breast_PD,Proteome
PHPT1,0.18210061,Cytosol,Mertins_Breast_PD,Proteome
PHYH,-0.44131935,Secretory,Mertins_Breast_PD,Proteome
PHYKPL,0.24536097,Cytosol,Mertins_Breast_PD,Proteome
PI4K2A,0.22628126,Secretory,Mertins_Breast_PD,Proteome
PI4KB,0.12116034,Cytosol,Mertins_Breast_PD,Proteome
PIGK,0.24025398,Secretory,Mertins_Breast_PD,Proteome
PIH1D1,0.24852833,Cytosol,Mertins_Breast_PD,Proteome
PIK3CA,-0.4040571,Cytosol,Mertins_Breast_PD,Proteome
PIN4,0.19839182,Cytosol,Mertins_Breast_PD,Proteome
PIP5K1A,-0.46393806,Secretory,Mertins_Breast_PD,Proteome
PIR,0.071546815,Cytosol,Mertins_Breast_PD,Proteome
PISD,-0.23712072,Mitochondria,Mertins_Breast_PD,Proteome
PITPNA,0.33026567,Cytosol,Mertins_Breast_PD,Proteome
PITPNB,0.3236409,Cytosol,Mertins_Breast_PD,Proteome
PKM,0.2062766,Cytosol,Mertins_Breast_PD,Proteome
PKNOX1,-0.35572094,Nucleus,Mertins_Breast_PD,Proteome
PKP2,0.2558229,Mitochondria,Mertins_Breast_PD,Proteome
PKP4,0.08980077,Mitochondria,Mertins_Breast_PD,Proteome
PLAA,-0.41420087,Cytosol,Mertins_Breast_PD,Proteome
PLAUR,-0.44688237,Secretory,Mertins_Breast_PD,Proteome
PLCB3,0.33096403,Cytosol,Mertins_Breast_PD,Proteome
PLCD1,-0.41131514,Secretory,Mertins_Breast_PD,Proteome
PLCG1,0.05243132,Cytosol,Mertins_Breast_PD,Proteome
PLEKHA2,0.31595477,Cytosol,Mertins_Breast_PD,Proteome
PLGRKT,0.05655684,Mitochondria,Mertins_Breast_PD,Proteome
PLRG1,0.37159008,Nucleus,Mertins_Breast_PD,Proteome
PLS3,0.31193557,Cytosol,Mertins_Breast_PD,Proteome
PLXNA1,0.022938985,Secretory,Mertins_Breast_PD,Proteome
PLXNB2,0.1429585,Secretory,Mertins_Breast_PD,Proteome
PM20D2,0.15708628,Cytosol,Mertins_Breast_PD,Proteome
PMM1,-0.10485618,Cytosol,Mertins_Breast_PD,Proteome
PMM2,-0.23623109,Cytosol,Mertins_Breast_PD,Proteome
PMVK,0.05421615,Cytosol,Mertins_Breast_PD,Proteome
PNKD,-0.26389506,Mitochondria,Mertins_Breast_PD,Proteome
PNN,0.39675432,Nucleus,Mertins_Breast_PD,Proteome
PNPLA6,0.2391846,Secretory,Mertins_Breast_PD,Proteome
PNPLA8,0.26363534,Mitochondria,Mertins_Breast_PD,Proteome
PNPO,0.06937766,Cytosol,Mertins_Breast_PD,Proteome
PODXL,0.041655328,Secretory,Mertins_Breast_PD,Proteome
POGZ,0.37801328,Nucleus,Mertins_Breast_PD,Proteome
POLR1A,0.44936526,Nucleus,Mertins_Breast_PD,Proteome
POLR1E,0.46940857,Nucleus,Mertins_Breast_PD,Proteome
POLR2A,0.42366195,Nucleus,Mertins_Breast_PD,Proteome
POLR3B,0.06097276,Nucleus,Mertins_Breast_PD,Proteome
POLRMT,-0.45789006,Secretory,Mertins_Breast_PD,Proteome
POM121C,-0.30738688,Nucleus,Mertins_Breast_PD,Proteome
PON2,-0.47968248,Secretory,Mertins_Breast_PD,Proteome
POP1,0.46458328,Nucleus,Mertins_Breast_PD,Proteome
POP4,0.4233623,Nucleus,Mertins_Breast_PD,Proteome
POR,0.21655649,Secretory,Mertins_Breast_PD,Proteome
PPA1,0.24840246,Cytosol,Mertins_Breast_PD,Proteome
PPAT,-0.29348415,Cytosol,Mertins_Breast_PD,Proteome
PPCS,-0.39529663,Cytosol,Mertins_Breast_PD,Proteome
PPHLN1,0.14854234,Nucleus,Mertins_Breast_PD,Proteome
PPIA,0.24175276,Cytosol,Mertins_Breast_PD,Proteome
PPID,-0.32829052,Cytosol,Mertins_Breast_PD,Proteome
PPIL2,0.41888943,Nucleus,Mertins_Breast_PD,Proteome
PPIL3,0.29235068,Cytosol,Mertins_Breast_PD,Proteome
PPIP5K2,-0.019922001,Cytosol,Mertins_Breast_PD,Proteome
PPM1A,-0.2098374,Cytosol,Mertins_Breast_PD,Proteome
PPM1B,0.3094267,Cytosol,Mertins_Breast_PD,Proteome
PPM1F,0.32604152,Cytosol,Mertins_Breast_PD,Proteome
PPM1H,-0.060811456,Cytosol,Mertins_Breast_PD,Proteome
PPME1,-0.15878312,Cytosol,Mertins_Breast_PD,Proteome
PPP1CB,0.30603358,Cytosol,Mertins_Breast_PD,Proteome
PPP1R11,-0.44032976,Cytosol,Mertins_Breast_PD,Proteome
PPP1R14B,0.11496941,Cytosol,Mertins_Breast_PD,Proteome
PPP1R2,-0.38938716,Cytosol,Mertins_Breast_PD,Proteome
PPP1R7,0.2579756,Cytosol,Mertins_Breast_PD,Proteome
PPP2R1A,0.11703073,Cytosol,Mertins_Breast_PD,Proteome
PPP2R1B,0.2718131,Cytosol,Mertins_Breast_PD,Proteome
PPP2R2A,0.1658011,Cytosol,Mertins_Breast_PD,Proteome
PPP2R3A,-0.40159798,Cytosol,Mertins_Breast_PD,Proteome
PPP2R5C,-0.4091392,Cytosol,Mertins_Breast_PD,Proteome
PPP2R5D,-0.37506676,Cytosol,Mertins_Breast_PD,Proteome
PPP3CB,0.29451406,Cytosol,Mertins_Breast_PD,Proteome
PPP4C,0.15644585,Cytosol,Mertins_Breast_PD,Proteome
PPP4R1,0.2801931,Cytosol,Mertins_Breast_PD,Proteome
PPP5C,0.14630222,Cytosol,Mertins_Breast_PD,Proteome
PPP6R1,0.25518242,Cytosol,Mertins_Breast_PD,Proteome
PRDX1,-0.15978336,Cytosol,Mertins_Breast_PD,Proteome
PRDX6,0.15507503,Cytosol,Mertins_Breast_PD,Proteome
PREB,0.26094675,Secretory,Mertins_Breast_PD,Proteome
PREP,-0.050502468,Cytosol,Mertins_Breast_PD,Proteome
PREPL,0.13371587,Cytosol,Mertins_Breast_PD,Proteome
PRKAB1,0.036064148,Cytosol,Mertins_Breast_PD,Proteome
PRKAB2,0.3125717,Cytosol,Mertins_Breast_PD,Proteome
PRKAR1B,0.23274519,Cytosol,Mertins_Breast_PD,Proteome
PRKCA,0.31823185,Cytosol,Mertins_Breast_PD,Proteome
PRKD2,0.06391846,Cytosol,Mertins_Breast_PD,Proteome
PRKRA,-0.22791742,Nucleus,Mertins_Breast_PD,Proteome
PRMT3,-0.019915907,Cytosol,Mertins_Breast_PD,Proteome
PRMT5,-0.12534717,Cytosol,Mertins_Breast_PD,Proteome
PRNP,0.24700843,Secretory,Mertins_Breast_PD,Proteome
PRPF19,0.26054683,Nucleus,Mertins_Breast_PD,Proteome
PRPF31,0.37296015,Nucleus,Mertins_Breast_PD,Proteome
PRPF38A,0.4491974,Nucleus,Mertins_Breast_PD,Proteome
PRPF40A,0.44756615,Nucleus,Mertins_Breast_PD,Proteome
PRPS2,-0.1762624,Cytosol,Mertins_Breast_PD,Proteome
PRTFDC1,0.28356975,Cytosol,Mertins_Breast_PD,Proteome
PSMA1,0.28397292,Cytosol,Mertins_Breast_PD,Proteome
PSMA3,0.27068213,Cytosol,Mertins_Breast_PD,Proteome
PSMA4,0.29272974,Cytosol,Mertins_Breast_PD,Proteome
PSMA5,0.27150962,Cytosol,Mertins_Breast_PD,Proteome
PSMA6,0.29607594,Cytosol,Mertins_Breast_PD,Proteome
PSMA7,0.28134155,Cytosol,Mertins_Breast_PD,Proteome
PSMB2,0.28113452,Cytosol,Mertins_Breast_PD,Proteome
PSMB4,0.25999358,Cytosol,Mertins_Breast_PD,Proteome
PSMB5,-0.2878744,Cytosol,Mertins_Breast_PD,Proteome
PSMB7,-0.26431453,Cytosol,Mertins_Breast_PD,Proteome
PSMC1,-0.11728727,Cytosol,Mertins_Breast_PD,Proteome
PSMC2,0.21042505,Cytosol,Mertins_Breast_PD,Proteome
PSMC3,0.23294474,Cytosol,Mertins_Breast_PD,Proteome
PSMC4,0.13571537,Cytosol,Mertins_Breast_PD,Proteome
PSMC5,0.22311603,Cytosol,Mertins_Breast_PD,Proteome
PSMD1,0.051139906,Cytosol,Mertins_Breast_PD,Proteome
PSMD11,0.17010616,Cytosol,Mertins_Breast_PD,Proteome
PSMD12,0.012664916,Cytosol,Mertins_Breast_PD,Proteome
PSMD13,0.17377558,Cytosol,Mertins_Breast_PD,Proteome
PSMD14,0.23324595,Cytosol,Mertins_Breast_PD,Proteome
PSMD2,-0.018645732,Cytosol,Mertins_Breast_PD,Proteome
PSMD3,-0.46369192,Cytosol,Mertins_Breast_PD,Proteome
PSMD7,0.24729796,Cytosol,Mertins_Breast_PD,Proteome
PSMD8,0.1533631,Cytosol,Mertins_Breast_PD,Proteome
PSMD9,-0.46149418,Cytosol,Mertins_Breast_PD,Proteome
PSME4,-0.25699335,Cytosol,Mertins_Breast_PD,Proteome
PSMG1,0.08506034,Cytosol,Mertins_Breast_PD,Proteome
PSMG4,0.3251738,Cytosol,Mertins_Breast_PD,Proteome
PSPC1,0.3307077,Nucleus,Mertins_Breast_PD,Proteome
PTDSS1,-0.09976844,Secretory,Mertins_Breast_PD,Proteome
PTGES2,0.031042816,Mitochondria,Mertins_Breast_PD,Proteome
PTGES3,-0.20432575,Cytosol,Mertins_Breast_PD,Proteome
PTGFRN,0.12555085,Secretory,Mertins_Breast_PD,Proteome
PTGR1,0.2222083,Cytosol,Mertins_Breast_PD,Proteome
PTK7,-0.42570403,Secretory,Mertins_Breast_PD,Proteome
PTP4A2,-0.023175847,Cytosol,Mertins_Breast_PD,Proteome
PTPMT1,0.257627,Mitochondria,Mertins_Breast_PD,Proteome
PTPN1,0.050716612,Secretory,Mertins_Breast_PD,Proteome
PTPN11,-0.24522452,Cytosol,Mertins_Breast_PD,Proteome
PTPN12,0.013642121,Cytosol,Mertins_Breast_PD,Proteome
PTPN13,-0.0443398,Secretory,Mertins_Breast_PD,Proteome
PTPRA,0.23317781,Secretory,Mertins_Breast_PD,Proteome
PTPRE,-0.43647805,Secretory,Mertins_Breast_PD,Proteome
PTPRF,-0.31994945,Secretory,Mertins_Breast_PD,Proteome
PTPRJ,-0.45491883,Secretory,Mertins_Breast_PD,Proteome
PTPRK,-0.43594322,Secretory,Mertins_Breast_PD,Proteome
PTPRS,-0.38879356,Secretory,Mertins_Breast_PD,Proteome
PTRH2,0.25619337,Secretory,Mertins_Breast_PD,Proteome
PTRHD1,-0.35387498,Cytosol,Mertins_Breast_PD,Proteome
PTTG1IP,-0.0046209972,Secretory,Mertins_Breast_PD,Proteome
PUS3,0.28845745,Nucleus,Mertins_Breast_PD,Proteome
PUSL1,-0.48611614,Secretory,Mertins_Breast_PD,Proteome
PWP2,0.45578295,Nucleus,Mertins_Breast_PD,Proteome
PXN,0.31454355,Cytosol,Mertins_Breast_PD,Proteome
PYCR1,-0.005067113,Mitochondria,Mertins_Breast_PD,Proteome
PYCR2,-0.12178078,Mitochondria,Mertins_Breast_PD,Proteome
PYGL,0.1605806,Cytosol,Mertins_Breast_PD,Proteome
PYGO2,-0.021514967,Nucleus,Mertins_Breast_PD,Proteome
PYROXD1,-0.30246484,Cytosol,Mertins_Breast_PD,Proteome
QDPR,0.15963505,Cytosol,Mertins_Breast_PD,Proteome
QSOX1,-0.46098718,Secretory,Mertins_Breast_PD,Proteome
QTRT1,0.07115202,Cytosol,Mertins_Breast_PD,Proteome
R3HCC1,0.1854959,Cytosol,Mertins_Breast_PD,Proteome
R3HDM2,-0.4331196,Cytosol,Mertins_Breast_PD,Proteome
RAB10,0.14461139,Secretory,Mertins_Breast_PD,Proteome
RAB11FIP5,-0.43525103,Secretory,Mertins_Breast_PD,Proteome
RAB12,0.23471019,Secretory,Mertins_Breast_PD,Proteome
RAB13,0.15253408,Secretory,Mertins_Breast_PD,Proteome
RAB14,0.2053411,Secretory,Mertins_Breast_PD,Proteome
RAB18,0.23249829,Secretory,Mertins_Breast_PD,Proteome
RAB1A,0.23127022,Secretory,Mertins_Breast_PD,Proteome
RAB1B,0.25563198,Secretory,Mertins_Breast_PD,Proteome
RAB21,0.24539325,Secretory,Mertins_Breast_PD,Proteome
RAB22A,0.13607006,Secretory,Mertins_Breast_PD,Proteome
RAB23,-0.4206897,Secretory,Mertins_Breast_PD,Proteome
RAB24,0.25583506,Secretory,Mertins_Breast_PD,Proteome
RAB27A,0.250465,Secretory,Mertins_Breast_PD,Proteome
RAB27B,-0.12830572,Secretory,Mertins_Breast_PD,Proteome
RAB2A,0.15887345,Secretory,Mertins_Breast_PD,Proteome
RAB2B,0.17260365,Secretory,Mertins_Breast_PD,Proteome
RAB30,0.10073725,Secretory,Mertins_Breast_PD,Proteome
RAB31,0.01563521,Secretory,Mertins_Breast_PD,Proteome
RAB32,-0.2816795,Secretory,Mertins_Breast_PD,Proteome
RAB33B,0.2470066,Secretory,Mertins_Breast_PD,Proteome
RAB35,0.1250796,Secretory,Mertins_Breast_PD,Proteome
RAB43,0.25608584,Secretory,Mertins_Breast_PD,Proteome
RAB4A,0.14511283,Secretory,Mertins_Breast_PD,Proteome
RAB5A,0.24534906,Secretory,Mertins_Breast_PD,Proteome
RAB6A,0.24492458,Secretory,Mertins_Breast_PD,Proteome
RAB7A,0.23751414,Secretory,Mertins_Breast_PD,Proteome
RAB8A,0.16901296,Secretory,Mertins_Breast_PD,Proteome
RAB8B,0.09071205,Secretory,Mertins_Breast_PD,Proteome
RAB9A,0.24653399,Secretory,Mertins_Breast_PD,Proteome
RABAC1,0.22895887,Secretory,Mertins_Breast_PD,Proteome
RABEP1,-0.005621155,Cytosol,Mertins_Breast_PD,Proteome
RABEPK,-0.03025902,Cytosol,Mertins_Breast_PD,Proteome
RABGAP1,-0.40229538,Cytosol,Mertins_Breast_PD,Proteome
RABGAP1L,-0.39328268,Cytosol,Mertins_Breast_PD,Proteome
RABGGTA,0.08835811,Cytosol,Mertins_Breast_PD,Proteome
RABGGTB,-0.4541559,Cytosol,Mertins_Breast_PD,Proteome
RABIF,0.24863507,Cytosol,Mertins_Breast_PD,Proteome
RABL3,-0.24616924,Secretory,Mertins_Breast_PD,Proteome
RABL6,-0.0728869,Cytosol,Mertins_Breast_PD,Proteome
RACGAP1,-0.3317259,Mitochondria,Mertins_Breast_PD,Proteome
RAD21,-0.14302175,Nucleus,Mertins_Breast_PD,Proteome
RAD23A,0.18619627,Cytosol,Mertins_Breast_PD,Proteome
RAD23B,0.15795384,Cytosol,Mertins_Breast_PD,Proteome
RAI1,0.01219488,Nucleus,Mertins_Breast_PD,Proteome
RALA,0.14070264,Secretory,Mertins_Breast_PD,Proteome
RALB,0.17664522,Secretory,Mertins_Breast_PD,Proteome
RALGAPA2,-0.39201337,Cytosol,Mertins_Breast_PD,Proteome
RALGPS2,0.070814714,Cytosol,Mertins_Breast_PD,Proteome
RALY,0.25148678,Nucleus,Mertins_Breast_PD,Proteome
RAN,-0.2521394,Cytosol,Mertins_Breast_PD,Proteome
RANBP1,-0.35572693,Cytosol,Mertins_Breast_PD,Proteome
RANBP2,0.45072466,Nucleus,Mertins_Breast_PD,Proteome
RANBP3,-0.4119612,Nucleus,Mertins_Breast_PD,Proteome
RAP1A,-0.47853255,Secretory,Mertins_Breast_PD,Proteome
RAP1B,-0.47776407,Secretory,Mertins_Breast_PD,Proteome
RAP1GDS1,0.10775787,Cytosol,Mertins_Breast_PD,Proteome
RAP2B,0.23698808,Secretory,Mertins_Breast_PD,Proteome
RAP2C,0.17026292,Secretory,Mertins_Breast_PD,Proteome
RAPH1,-0.2555986,Cytosol,Mertins_Breast_PD,Proteome
RASA1,0.0008016076,Cytosol,Mertins_Breast_PD,Proteome
RBBP5,0.4153721,Nucleus,Mertins_Breast_PD,Proteome
RBBP9,0.20690237,Cytosol,Mertins_Breast_PD,Proteome
RBCK1,-0.18699814,Cytosol,Mertins_Breast_PD,Proteome
RBKS,0.043334156,Cytosol,Mertins_Breast_PD,Proteome
RBM12B,0.24967104,Nucleus,Mertins_Breast_PD,Proteome
RBM14,0.33931145,Nucleus,Mertins_Breast_PD,Proteome
RBM15,0.4229701,Nucleus,Mertins_Breast_PD,Proteome
RBM15B,-0.38794222,Nucleus,Mertins_Breast_PD,Proteome
RBM19,0.47192913,Nucleus,Mertins_Breast_PD,Proteome
RBM25,0.33384964,Nucleus,Mertins_Breast_PD,Proteome
RBM34,0.45307907,Nucleus,Mertins_Breast_PD,Proteome
RBM42,0.43148497,Nucleus,Mertins_Breast_PD,Proteome
RBM47,-0.39428902,Nucleus,Mertins_Breast_PD,Proteome
RBM5,0.11962819,Nucleus,Mertins_Breast_PD,Proteome
RBM6,0.24321312,Nucleus,Mertins_Breast_PD,Proteome
