Index,AO-A12D,C8-A131,AO-A12B,E2-A10A.notinstudy,BH-A18Q,C8-A130,C8-A138,E2-A154,BH-A0BZ.notinstudy,A8-A09I.notinstudy,C8-A12L,A2-A0EX,AO-A12D.REP2,AN-A04A.REP1,BH-A0AV.REP1,AO-A12D.REP1,AN-A04A,BH-A0AV,A2-A0D0.notinstudy,BH-A0HK.notinstudy,C8-A12T,A8-A06Z,A2-A0D1.notinstudy,A2-A0CM,BH-A18U,A2-A0YI.notinstudy,A2-A0EQ,AR-A0TY.notinstudy,AR-A0U4,BH-A0HP.notinstudy,BH-A0EE.notinstudy,AO-A0J9,BH-A0E0.notinstudy,AR-A1AP,AN-A0FK,AO-A0J6,BH-A18V.notinstudy,A7-A13F,BH-A0E1,A7-A0CE,BH-A0C0.notinstudy,A2-A0YC,AO-A0JC,A8-A08Z,AR-A0TX,D8-A13Y.notinstudy,A8-A076,AO-A126,C8-A12P.notinstudy,BH-A0C1,A2-A0EY,AR-A1AW,AR-A1AV,C8-A135,A2-A0EV,AN-A0AM,D8-A142,AN-A0FL,BH-A0DG,AN-A0AS.notinstudy,AR-A0TV,C8-A12Z,AO-A0JJ,AO-A0JE,A2-A0T2.notinstudy,AN-A0AJ,A7-A0CJ,AO-A12F,A2-A0YL.notinstudy,A2-A0T7.notinstudy,C8-A12Q.notinstudy,A8-A079,E2-A159.notinstudy,A2-A0T3,A2-A0YD,AR-A0TR,AO-A03O,BH-A18R.notinstudy,AO-A12E,A8-A06N,A2-A0T1.notinstudy,A2-A0YG,E2-A150.notinstudy,BH-A18N,A7-A0CD.notinstudy,C8-A12W.notinstudy,AN-A0AL,A2-A0T6,E2-A158,E2-A15A,AO-A0JM,C8-A12V,A8-A08G.notinstudy,A2-A0D2,C8-A12U,AR-A1AS,A8-A09G,C8-A131.REP1,C8-A134,A2-A0YF,BH-A0DD,BH-A0E9,AR-A0TT,AR-A1AQ.notinstudy,AO-A12B.REP1,A2-A0SW,AO-A0JL,BH-A0BV,A2-A0YM,BH-A0C7,A2-A0SX
IGLV3-22,0.956755242,1.635109917,0.774621699,0.415886529,0.802607757,1.074361344,1.088352714,1.0191146,0.649610259,0.618985107,0.606186177,1.253585634,NA,NA,NA,0.686658347,0.494090057,1.138299138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781574929,1.0519694,0.767587473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602692558,1.202148503,2.867253864,1.738211989,1.908257085,1.572596666,1.194815488,0.887923404,1.623215088,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGLV3-25,1.177818571,1.432640454,0.438871626,0.130834254,0.702084352,1.256410084,1.799842163,0.335129347,0.328724505,0.167383193,0.98573391,0.823502209,0.913565266,1.159224879,1.085109017,0.855715003,1.09822533,1.109723052,0.070842605,0.10027388,0.963601849,0.578440728,0.024291755,1.147862891,0.657154203,0.04181532,0.783918383,0.015646717,0.77010666,0.089782244,0.161832459,0.572883779,0.05890874,1.061211872,1.536888243,0.430361023,0.705177683,0.785177305,1.186659043,0.730962045,0.658503491,1.13476803,0.914484752,0.541630621,0.308361809,0.0184134,0.838540555,0.887006525,0.039238544,1.391151204,1.097219917,4.510857138,0.476471143,0.646998413,0.761063331,1.180607626,0.549525291,0.805229242,0.765345825,0.09694703,1.571611155,0.373145659,1.135293359,0.620919328,0.133685136,0.533237903,0.672974185,0.770519547,0.121219247,0.255221388,0.377596551,0.725042263,0.070028268,0.669292673,0.278975798,0.565331559,1.242781,0.244206375,0.933649636,0.886178573,0.408451476,6.084798686,0.364347354,0.829729468,NA,0.028142989,1.467985161,0.439613797,0.789384643,2.36023848,0.482909587,2.064262691,0.181081212,0.432462983,1.303533871,0.99176795,0.466094096,1.495797127,0.958950489,1.027895447,0.586288504,1.336151993,0.752082804,0.035488874,0.281320614,4.711740019,1.296365153,1.461908962,1.087653762,0.674301094,6.65645849
IGLV3-27,0.798126683,2.451518538,0.532216648,0.286329987,0.688981672,0.774188975,1.084568242,0.651408439,0.217575897,0.200527534,0.599452969,0.833627346,0.780360979,0.686126319,0.853338818,0.785268433,1.010085803,1.13880941,0.380892346,0.243870405,0.872137658,0.210601576,0.414793375,0.539307443,1.007200435,0.058182353,1.149817589,0.141062701,1.121452819,0.21956728,0.06382572,0.629773953,0.076879248,0.752456024,0.607587797,0.581815888,0.303392429,0.753546658,0.996362019,0.671274648,0.138595628,1.01224413,1.137993674,0.457439234,0.33762856,0.054559194,0.555412176,0.859334911,0.363237731,5.880619341,1.422836068,1.170830258,0.130360428,1.066041275,0.522957666,0.646300826,0.448846062,0.64036925,0.929998934,0.347584779,1.005492728,1.052768424,1.236999093,0.825991723,0.279952379,0.358543262,0.545664162,0.431709765,0.436195604,0.107187776,0.550567892,0.769426228,0.06623773,1.118104188,0.389430037,0.509672715,1.768344364,0.186555545,0.684665489,0.604029637,5.165554944,0.515057923,0.059192375,1.522584541,0.082988821,0.064823679,0.804268152,0.759376729,0.429536264,0.492222627,0.616222234,2.350805735,0.185906558,0.395630894,1.391910353,1.098535009,0.783518526,2.090755571,1.125229677,1.633993235,0.823313574,0.993428782,0.737118659,0.40760986,0.523214809,2.560388799,0.754928902,0.959291132,1.215052954,0.545487232,1.753982867
IGLV3-9,1.124458696,1.239318725,0.439121481,0.215554955,0.584481646,1.424477623,0.277886338,0.292789834,0.181287664,0.296477058,0.231625469,0.679659322,1.237537583,0.731815658,1.036864728,0.993877298,0.502236365,1.345899125,0.077146657,0.317753486,0.369573332,0.449337995,0.147859538,0.616797947,0.828679808,0.079925001,3.987304626,0.040177771,0.867983459,0.130135444,0.078209486,0.390022141,0.081518615,0.771096341,0.836346505,0.281114556,0.313736461,0.793503833,1.46795384,0.733639848,0.174734432,1.121393386,0.506457775,0.312733595,0.462908618,0.096111183,0.519969028,0.507647773,0.231458927,1.688305239,0.681075593,2.170853189,0.263280674,0.542808211,0.505730064,0.822224021,0.718163266,0.601471127,0.786819878,0.373390261,0.951305365,0.331872904,1.527470726,1.529758326,0.266140289,0.323998378,0.582947149,0.631641899,0.093650708,0.086794703,0.127360376,0.502241198,0.038563152,0.550033124,0.349903104,0.280087847,0.334014178,0.202180682,1.010223401,0.937734282,0.292696901,1.160911495,0.203669818,0.676461717,0.033543364,0.139651446,0.985333084,0.409711855,1.113906068,0.826911976,0.751779985,1.093041927,0.142126289,0.429556758,0.834769477,0.590951063,0.296503642,1.141592617,0.93928438,1.263881579,0.551965235,1.465812048,4.142866102,0.5577772,0.370538613,1.955341108,0.673196113,0.85041169,1.698420714,0.386248652,1.408182374
IGLV4-3,NA,NA,NA,0.159784701,0.875362264,1.532830224,NA,NA,NA,0.268046019,0.576997112,1.112637295,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.517681065,0.101139725,3.640284301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.867850689,0.376697076,0.844486557,NA,NA,NA,NA,NA,NA,3.240428427,0.263512776,0.991315942,NA,NA,NA,NA,NA,NA,0.065091138,0.265402475,1.330632624,NA,NA,NA,NA,NA,NA,0.954728316,2.371811638,0.20416999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363931516,1.056300147,0.770806417,0.338270377,1.585585204,0.811513806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGLV4-60,0.326393238,1.50828644,0.30853162,0.076774166,0.045375508,0.668923663,0.558556896,0.187796601,0.131614033,0.04024551,0.262177443,0.291770891,0.31360663,0.603271831,1.159709597,0.269398485,0.49719028,0.886021798,0.072454987,0.062726943,0.166692916,0.468031563,0.039276525,1.86822123,0.247470473,0.023653765,0.572550335,0.071068282,1.457492336,0.168495122,0.196640293,1.085390391,0.0980636,1.558718534,0.425428832,0.326680494,0.193625637,1.138342541,0.82780421,1.185181149,0.135129523,1.571725708,0.177823434,0.46097769,0.309642532,NA,NA,NA,0.026165734,1.157882881,3.920685394,0.507548621,0.20476988,0.137861343,0.114747208,6.319336095,0.453939152,1.43740341,1.345860814,0.279802498,0.537803636,0.092874859,0.986446941,0.412384508,0.105449737,0.13198492,0.39031762,0.366827715,0.144143237,0.044942835,0.519339986,0.632766853,0.276302764,0.359438007,0.703732374,0.588531369,0.57464046,0.382372197,1.420890278,1.2165694,0.140478235,0.202688388,0.048124208,0.446705377,0.060241353,0.041177801,0.27295253,0.143124393,0.82565694,0.808913028,0.431967925,6.145731939,0.333649421,0.225072347,1.378287976,1.709067521,0.369276357,0.995806555,0.73976072,2.08762028,0.10428146,0.480509382,1.507556312,0.046054126,0.177769433,4.937296335,5.070320559,4.489118501,2.16503092,0.641752849,7.464854791
IGLV4-69,1.083072824,1.781623932,0.30193916,0.016693584,0.078469068,1.56114397,0.496049434,0.125158328,0.079361689,0.049007035,0.390864458,0.690510135,0.559762702,0.824810432,0.988293167,0.656236954,0.819444599,0.158307313,0.097164562,0.236295646,1.84754325,0.441035672,0.086931344,3.517483911,0.187994214,0.087384477,0.547220993,0.037423722,0.976705198,0.09796682,0.049130392,0.609159996,0.088277738,1.106757723,0.67687886,0.168760607,0.16911592,0.733934272,0.887104554,0.673757516,0.136634167,1.183478062,0.786485762,0.394425497,0.76092884,0.032512939,0.472201618,0.61726933,0.029085594,1.110829414,1.341534742,0.957705906,0.186269805,0.157214002,0.037893982,0.424795735,0.151969245,0.865928827,1.049249901,0.294015792,0.57113635,0.238596191,0.843827472,0.422976187,0.090357488,0.172553226,0.506669901,0.530768373,0.095052107,0.028667821,0.263629527,0.570617719,0.02349889,0.193691083,0.179819212,0.55760363,0.492984382,0.137338959,1.283435626,1.082492811,0.109127863,0.528022706,0.032675212,0.282029259,0.032686379,0.093012205,0.740002782,0.07389025,0.311890526,0.366032419,0.320749901,2.803498782,0.173525252,0.371230654,1.019837296,0.705878854,0.116384064,1.463169581,0.847830929,1.248214598,0.067741028,0.70665993,1.564130845,0.137780366,0.265488816,2.232745132,1.075642007,1.231356694,1.21145869,0.325710524,2.248796244
IGLV5-37,NA,NA,NA,0.040457465,0.036617637,2.761822382,0.594052152,0.589690161,2.61125113,0.036685279,0.21391559,0.427381982,0.898402558,0.850581462,1.824177612,1.351713441,0.307718059,0.210144415,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662496609,1.186588662,3.012093152,NA,NA,NA,2.374805146,0.895363574,0.408697361,0.11485187,0.608122944,0.808776499,0.93463095,0.036074815,2.887134289,0.792166043,0.804265295,0.614104914,1.010342997,2.286147478,0.912916222,0.040866432,0.278378882,2.924447005,1.348599716,0.230959127,0.080522245,NA,NA,NA,NA,NA,NA,0.612283072,0.057443773,1.682823442,0.439032422,0.033356474,0.06734917,0.566218208,0.725646918,0.06293472,0.084709721,0.056426948,0.456995634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187351996,1.936362262,0.179484937,0.17493753,0.635017524,1.010796182,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15297889,1.318966211,0.886141411,NA,NA,NA
IGLV5-39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116346898,0.530956709,0.615900718,2.438664548,0.65756608,0.809944283,2.669509278,0.729648659,0.801058084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042030773,0.702845602,0.070809557,0.86599138,0.621755215,0.314433092,0.323229158,0.720323728,1.123979126,1.746308499,0.047899663,1.056764264,1.155198044,0.499241758,0.280116765,0.029184077,0.991562894,0.644373462,0.086579174,2.074638207,1.223173022,3.114772595,0.954415559,0.585949393,0.747571005,0.928031018,0.466348349,0.278572666,0.968152609,0.104962903,0.797209286,1.634848552,1.449399912,19.902805,0.391781701,0.264566472,0.667156256,0.880724154,0.080678878,NA,NA,NA,NA,NA,NA,0.512738849,0.478195494,0.074961608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488261703,0.518292873,0.615963587,0.366559856,0.454274434,0.048375482,NA,NA,NA,0.791353664,1.325145445,1.035053787,NA,NA,NA,0.794282895,0.029655673,0.203636895,NA,NA,NA,NA,NA,NA
IGLV5-45,NA,NA,NA,NA,NA,1.356832886,NA,NA,NA,NA,NA,NA,1.267732007,0.743658901,1.480272137,3.300996333,0.587482155,0.191981832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403072043,0.88860514,2.849211467,1.029444196,0.835213048,0.315216097,1.556115221,1.009016648,1.659601363,0.69844882,NA,2.126791696,NA,NA,NA,0.014388208,0.972646095,0.941006793,0.018285481,0.26216952,3.277537567,9.760561127,0.187834487,1.529828238,0.124508281,1.574012628,0.137948678,0.432357698,1.449956831,0.462381769,NA,NA,NA,14.64096962,0.663769109,0.639064591,NA,NA,NA,0.097089925,0.471428616,0.664527503,NA,NA,NA,NA,NA,NA,0.932040055,0.953912699,0.090694902,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162465452,2.58333234,0.220064232,NA,NA,NA,0.043404984,1.646060484,1.396118093,3.512448064,0.03338848,2.659863597,NA,NA,NA,3.631894307,0.982589455,1.021423063,NA,NA,NA
IGLV5-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162611552,0.160532312,0.450509557,NA,NA,NA,0.358940739,0.315998607,0.675647312,NA,NA,NA,0.442518755,0.7989604,0.238116285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.344551322,1.029202933,0.370534154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGLV6-57,0.646307782,1.868278424,0.447715677,0.6585588,0.635034469,1.243402836,0.654604432,0.494932443,1.518721738,1.021150883,0.357173009,0.553994375,0.731999885,0.713015305,2.042663489,0.595716419,0.86201374,1.799300594,0.294220161,0.907118695,0.987886959,0.402834601,0.705713,0.787639423,0.998045052,1.400721222,1.46567909,0.655949095,0.916654052,0.472767686,0.899315802,0.43855056,0.486269514,0.886255246,0.926950984,0.136756123,0.36576308,0.862645389,0.63845577,0.792835111,0.285893957,1.486262814,0.772305473,0.505089864,0.724871148,0.298564262,0.501879567,0.733420111,1.24323759,1.512843981,0.703023476,2.353953332,0.277207914,0.622364141,1.13663934,0.424965266,1.185078277,0.70683107,1.302071475,1.135292267,0.618242949,0.945579526,1.245203421,0.539663695,0.662672661,0.552378262,0.954753,0.511436219,0.539740252,0.285269136,0.668404753,0.700492156,0.453950401,0.317254355,0.829435961,0.466116024,0.552023422,0.535622499,0.798942173,1.219867306,0.959694575,0.624256548,0.745983874,0.500764481,0.679550288,0.271788465,0.856175485,0.227810422,0.29041958,0.310890851,0.502594907,1.928033666,0.688528566,0.367844483,1.128643448,0.602440493,0.401383391,1.49802047,1.165850915,2.169904449,0.428899537,0.535820894,1.280749081,0.471302066,0.302063029,0.749321628,0.378637224,0.496566615,0.610497171,0.449903496,0.773955977
IGLV7-43,0.811613424,1.315515872,0.325163693,0.081389856,0.413438024,1.292326157,0.410662606,0.361213305,0.179472267,0.061191991,0.746952609,0.573238924,0.460114564,1.331452565,1.765986036,0.711281464,0.915588665,1.428979116,0.120877261,0.35879661,1.108476938,0.287880532,0.079500418,0.580984049,0.622831119,0.066879973,0.865577348,0.050192246,1.169275288,0.138270545,0.079856666,0.787726361,0.093986173,1.227801959,0.858331196,0.448408974,0.518243349,1.001551357,1.702026456,1.170169221,0.060547629,1.722342353,0.750542565,1.202416365,0.638367308,0.148637698,0.764840566,0.932472447,0.068107018,1.784819346,2.136856926,1.560051689,0.319672632,1.640729922,1.12602938,0.902284252,0.536450986,0.897236046,0.879827133,0.432105796,0.592896426,0.465841616,1.730847551,0.783945947,0.276230938,0.349524864,0.757659737,0.790740447,0.188764912,0.054552048,0.253472091,0.704151973,0.06267623,0.493667631,0.320026587,0.438670638,1.666872943,0.237913494,1.187157402,0.969095741,0.128087831,0.662702612,0.029416949,0.489904897,0.040738977,0.09063477,0.996950615,0.670999498,0.506060674,0.486306733,1.103231852,2.711915388,0.206488098,0.451920376,1.092958422,0.690065303,1.017724037,1.355835619,0.983406572,1.44748252,0.372059444,2.270451018,0.858359134,0.047649686,0.203300298,1.549387764,1.667178353,1.753118744,0.420052974,0.281398271,1.456843031
IGLV7-46,0.49441982,1.484562917,0.221541717,0.037577655,0.377865415,1.284697165,0.824689055,0.432508177,0.092495931,0.097043934,0.991902739,0.736922828,0.542573722,1.236087954,1.391836373,0.581878858,1.222217043,1.44670312,0.336939823,0.062427961,0.644698008,0.083271094,0.211196307,0.878060486,0.984327834,0.061765234,0.648103699,0.053372671,1.81857888,0.134869283,0.047262041,0.988130172,0.095710811,1.278110291,0.557601777,0.395068002,0.231844101,0.797299107,1.359070725,0.702073201,0.037498951,1.741827171,1.029936143,0.609354641,0.350501897,0.052511712,1.02538661,0.646234175,0.053684643,1.29698394,1.132112044,3.85234615,0.382605583,1.207952669,1.543343739,2.187405488,0.525136444,0.887699681,0.698955509,0.18512519,0.379643536,0.302593144,1.093947099,0.726575024,0.260176694,0.340733047,0.553415997,1.103495782,0.134042818,0.034918714,0.166751076,0.493203465,0.035154495,0.320467625,0.218845444,0.255833597,0.93545493,0.208327929,0.806775679,1.68597648,0.107587171,NA,NA,NA,0.027332425,0.041266517,0.913464059,0.699952038,0.490281441,0.592060572,1.078364314,2.845195883,0.20330837,0.496086206,0.744217413,0.516957522,0.378914702,1.745925817,0.648973415,NA,NA,NA,1.189998547,0.046453219,0.208799588,NA,NA,NA,NA,NA,NA
IGLV8-61,0.790566265,1.553989976,0.26779646,0.17052433,0.491422168,1.065946937,0.928440965,0.351349756,0.459992538,0.211680492,1.338219379,0.850702123,0.828054815,0.764570557,2.698528381,0.815179557,0.662065242,2.336737202,0.135150606,0.340916945,1.045357664,0.282593736,0.094400737,0.952086137,1.791915083,0.207440235,1.424448006,0.113220558,0.567366372,0.215329151,0.122960761,0.180479435,0.096668274,0.365527261,0.831646097,0.200471891,0.63346377,0.844089833,1.602024802,0.623746789,0.209782984,2.03039788,0.550383823,0.545813837,0.22941198,0.111698752,0.543861533,0.757240538,0.222502835,1.212787835,2.688941417,0.875095922,0.210694361,0.214148009,0.423263751,0.561336785,1.042080403,0.66264732,1.475839321,0.231855657,0.502028047,0.833872977,1.225489707,0.649533795,0.175561664,0.227604894,0.786598527,1.263352914,0.207041892,0.20392604,0.722194995,1.001298998,0.035074434,0.560181625,0.25799997,0.318666632,0.814949521,0.340451383,0.677061422,0.802525837,0.260022517,0.589347919,0.065313998,0.417798565,0.044667536,0.050379439,0.867830014,0.598802881,0.405665746,0.400847975,2.242101187,1.96492639,0.358476156,0.595599886,1.208974894,1.220183066,1.439068859,1.191396936,0.873306271,1.416864945,0.266105531,2.20982217,1.628260422,0.091747632,0.414947189,1.330281954,2.106217244,1.894228061,0.728034109,0.491457339,1.144471674
IGLV9-49,0.76919941,1.168329875,0.699362833,0.13404468,0.555026708,1.364042452,0.524524262,0.313351845,0.188191242,0.311919365,0.611618731,0.37095298,0.697334821,1.781136224,0.673287869,0.824326654,1.027333365,1.222725137,0.137478951,0.629548104,0.834102844,0.231152003,0.62958931,1.039306224,1.078351287,0.151098339,0.966010784,0.304136574,0.528319402,0.21464591,0.053836191,0.459163763,0.098272796,0.422144866,1.091698751,0.144982686,0.306760407,1.159446244,1.449024314,0.956470116,0.211232033,2.202750547,0.952264095,0.721616114,1.128816415,0.040887977,0.620569518,0.719546542,0.037476284,0.809770692,1.161730795,1.146231763,0.396212321,1.475929435,0.219234747,0.462056492,0.573762871,0.3346865,1.121781925,0.366183312,0.47490433,0.673448147,1.384809193,0.650684932,0.387462297,0.323032272,1.028568884,0.954031765,0.218560404,0.249645843,0.861903386,0.627750202,0.029524859,0.504331763,0.370767277,0.879097584,0.781500596,0.201373671,1.133500507,1.461910123,0.160853022,0.504444108,0.08154385,1.600715911,0.086422971,0.139860127,1.259890033,0.582630577,0.703620423,0.527845306,1.013202286,3.874898193,0.308097317,0.709879778,0.996795606,0.700693334,0.215772746,1.195228128,0.9409901,0.569829706,0.646040085,0.787013563,0.38796019,0.464328064,0.51133359,1.485711202,1.539008932,1.365315613,1.090315988,0.208774286,1.448721372
IGSF1,0.538751724,0.583375554,1.068334075,0.582920648,0.766662591,0.497463054,0.709078071,2.393348358,0.87657966,0.19178326,0.257376743,0.213142169,0.338879687,0.187003084,0.487721626,0.432349322,0.461387613,0.267249631,0.045315684,0.107476594,0.360651514,0.409141251,0.107495105,0.156033175,0.187016825,0.023245424,0.291546291,NA,NA,NA,0.025700043,0.572571914,0.065747791,0.459538299,0.384021474,0.289348039,0.104196861,0.473073055,0.38065,0.681814325,0.348957199,3.640216716,0.198884118,0.174929552,0.114406221,NA,NA,NA,NA,NA,NA,0.862260846,8.605452553,0.791238919,NA,NA,NA,0.205684593,0.483614159,0.086678242,0.109181484,0.014584033,0.156692233,0.122764518,0.059566872,0.167929305,0.580884374,0.274567128,0.468044546,0.303280058,0.323485066,0.676740143,0.169208494,3.8867238,0.620670697,0.316285165,0.153331194,0.199356949,0.210545739,0.464198719,0.666766735,0.129150857,0.039446564,0.192095835,0.118616711,0.088054733,0.475221301,1.123771815,0.466692401,0.912059086,0.44520272,0.350546099,0.165087455,NA,NA,NA,0.118530728,0.122341111,0.14851315,2.068807513,1.047463461,0.694439317,0.117986412,0.166179839,0.343660963,0.462970017,0.645468874,1.810028155,0.189568819,0.227166906,0.283734292
IGSF10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081805485,0.330723103,1.068521722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGSF21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922800873,1.684351742,0.550436718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848141161,0.427911675,2.731816521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGSF3,0.854808628,1.046920701,0.755943773,0.384061826,0.758793547,1.079123232,1.295668257,0.673139064,0.483817053,0.582387746,1.710536747,1.071200107,0.791399649,0.964250662,0.720747748,0.74455185,1.000885544,1.026538894,0.629592557,0.302251534,0.721369206,0.604081123,0.901549655,1.511275477,0.721544253,0.509429,0.770118085,1.150076543,0.818025905,0.497250636,0.898956599,0.603990192,0.429121694,0.703948584,0.741323629,0.230415611,0.983965726,0.995503137,0.755558404,1.100273089,1.044920313,0.743897519,0.859701793,0.663694729,0.859732439,0.90982362,0.940016317,0.888043406,0.80261845,3.349418835,1.094047687,1.199345211,0.30307388,0.675583499,0.591111998,0.646078931,0.694344194,1.176176636,0.69079215,0.335986381,0.712560225,0.839485584,0.818483737,0.726503035,1.292054506,0.804225261,0.94871193,0.939838745,0.325940353,0.069467184,0.176339347,0.760372089,0.325650401,0.868039276,0.431585476,1.424231258,1.414906714,0.737561363,0.804225015,0.817219568,0.439901053,0.78366648,1.264041756,0.704098646,0.230577308,0.323369947,1.082439139,0.715897408,2.280687932,1.278998945,1.471018203,1.274127566,0.478477235,0.9644958,0.950984333,1.439944121,1.050664746,1.193518324,1.566731622,0.83769747,0.687610335,0.559017061,0.767704641,0.823106586,0.643458571,NA,NA,NA,1.49258758,0.51826541,1.21511269
IGSF6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.198264802,0.263625063,0.410396555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGSF8,0.896625016,0.888950595,1.183228358,0.447644754,0.57232791,0.816631294,0.935347811,0.628235874,0.399882135,0.496741995,1.004219771,0.783643278,1.066246304,0.889986666,0.540741943,1.012702396,0.760322024,0.488396809,0.562989765,0.381726411,0.576759042,0.432582752,0.262532033,1.261143063,0.669930377,0.065313445,0.973303617,0.082813044,0.968234857,0.156470872,0.550780316,0.461462108,0.437739216,1.014397944,1.29474684,0.2765107,0.43028455,1.168972855,1.093769495,1.439623998,0.294926874,0.948725996,0.953712739,0.560262704,0.427832487,0.137717537,1.001773511,1.365691353,0.226740524,1.784223397,1.821586117,1.506882284,0.425505808,0.614827757,0.596721433,0.847972832,0.8315164,1.676226966,1.000708063,0.210814366,1.016090969,0.42991275,1.084622905,0.857140887,0.984776957,0.555198519,0.873552291,1.181573014,0.234163464,0.214101961,0.555421194,0.636384513,0.185050758,0.736019067,0.494042657,1.810546269,1.5692883,0.218588576,1.080706622,1.229554721,0.382958869,0.620962177,0.500965104,0.905204396,0.065705082,0.106122268,1.157400745,0.502404535,1.513644603,0.940954836,0.950209698,0.693509156,0.448812714,1.204771098,1.350519168,1.383973062,0.877036015,0.731452902,1.001724443,1.190551925,0.513009627,0.66931709,0.562142931,0.303868848,1.00461835,0.812805367,1.061282084,0.894944434,0.533938148,0.191423363,0.755129939
IGSF9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.113484882,1.226703922,0.544214759,1.005161242,0.782609646,0.596858096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027493349,0.691251409,0.195497787,NA,NA,NA,NA,NA,NA,1.625203466,0.788007092,0.52301497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.115088435,1.048820452,0.147032144,0.224183351,0.524439883,1.027537642,NA,NA,NA,1.124635668,1.43104959,0.390096084,NA,NA,NA,NA,NA,NA,0.151355994,0.216845846,0.858805785,0.529413699,1.082352294,0.845382038,NA,NA,NA,0.826825711,0.978271753,1.719815284,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784462437,0.870804754,1.157462695,NA,NA,NA
