gene_name,C3N-03796-Primary-Tumor,C3N-03757-Primary-Tumor,C3L-03735-Primary-Tumor,C3L-03733-Primary-Tumor-Disqualified,C3N-02682-Primary-Tumor,C3N-04097-Primary-Tumor,C3N-02681-Primary-Tumor,C3L-02644-Primary-Tumor,C3L-03740-Primary-Tumor,C3N-03755-Primary-Tumor,C3N-03452-Primary-Tumor,C3N-04686-Primary-Tumor,C3N-03939-Primary-Tumor,C3N-03802-Primary-Tumor,C3N-04094-Primary-Tumor,C3N-04100-Primary-Tumor,C3L-04795-Primary-Tumor,C3N-03001-Primary-Tumor,C3N-04691-Primary-Tumor,C3N-02259-Primary-Tumor,C3N-03800-Primary-Tumor,C3N-05039-Primary-Tumor,C3N-03480-Primary-Tumor,C3N-04113-Primary-Tumor-Disqualified,C3N-04098-Primary-Tumor,C3N-01849-Primary-Tumor,C3L-04083-Primary-Tumor,C3L-04339-Primary-Tumor,C3N-03448-Primary-Tumor,C3L-04537-Primary-Tumor,C3N-03791-Primary-Tumor,C3N-03449-Primary-Tumor,C3N-03003-Primary-Tumor,C3N-03756-Primary-Tumor,C3L-02662-Primary-Tumor,C3L-04539-Primary-Tumor,C3N-04695-Primary-Tumor,C3N-03935-Primary-Tumor,C3L-04362-Primary-Tumor,C3L-04359-Primary-Tumor,C3L-04038-Primary-Tumor,C3L-04082-Primary-Tumor,C3N-04683-Primary-Tumor,C3L-04392-Primary-Tumor,C3L-05239-Primary-Tumor,C3L-01232-Primary-Tumor,C3N-03484-Primary-Tumor,C3L-04731-Primary-Tumor,C3L-04090-Primary-Tumor,C3N-02683-Primary-Tumor,C217710-Primary-Tumor,C3N-03446-Solid-Tissue-Normal,C3N-01365-Solid-Tissue-Normal,C1230738-Recurrent-Tumor,C1230738-Primary-Tumor,C3N-02286-Primary-Tumor,C217710-Recurrent-Tumor,C289419-Primary-Tumor,C289419-Recurrent-Tumor,C3L-04213-Primary-Tumor,C3N-04113-Primary-Tumor,C317832-Primary-Tumor,C3N-05991-Primary-Tumor,C234192-Primary-Tumor,ref2,C524103-Metastatic,C3L-04081-Primary-Tumor,C3N-04092-Primary-Tumor,C234192-Recurrent-Tumor,C317832-Recurrent-Tumor,C621273-Metastatic,C243048-Primary-Tumor,C219555-Recurrent-Tumor,C219555-Primary-Tumor,C3N-05114-Primary-Tumor,C621273-Additional-Metastatic,C3N-03792-Primary-Tumor,C3L-03385-Primary-Tumor,C229764-Primary-Tumor,C229764-Recurrent-Tumor,C2415597-Primary-Tumor,C3L-05481-Primary-Tumor,C3L-03372-Primary-Tumor,C283515-Recurrent-Tumor,C207624-Primary-Tumor,C3L-06625-Primary-Tumor,C283515-Primary-Tumor,C231855-Primary-Tumor,C207624-Recurrent-Tumor,C2415597-Recurrent-Tumor,C3N-03789-Primary-Tumor,C383391-Recurrent-Tumor,C224106-Recurrent-Tumor,C243909-Metastatic,C224106-Primary-Tumor,C3N-01197-Solid-Tissue-Normal,C243909-Additional-Metastatic,C3N-01191-Solid-Tissue-Normal,C3N-04687-Primary-Tumor,C383391-Primary-Tumor,C3N-04312-Primary-Tumor,C298152-Primary-Tumor,C464694-Primary-Tumor,C287328-Primary-Tumor,C287328-Recurrent-Tumor,C3L-07202-Primary-Tumor,C464694-Recurrent-Tumor,C298152-Recurrent-Tumor,C3L-07611-Primary-Tumor,C3N-03025-Primary-Tumor,C760878-Recurrent-Tumor,C760878-Primary-Tumor,C208854-Recurrent-Tumor,C3L-04085-Primary-Tumor,C3N-04693-Primary-Tumor,C208854-Primary-Tumor,C3N-02684-Solid-Tissue-Normal,C330255-Recurrent-Tumor,C330255-Primary-Tumor,C259161-Primary-Tumor,C827913-Recurrent-Tumor,C247230-Primary-Tumor,C3N-03026-Solid-Tissue-Normal,C827913-Recurrent-Tumor2,C224967-Additional-Metastatic,C3N-03452-Solid-Tissue-Normal,C224967-Metastatic,C247230-Recurrent-Tumor,C827913-Primary-Tumor,C3N-05135-Primary-Tumor,C204057-Recurrent-Tumor,C1245129-Primary-Tumor,C266664-Metastatic,C3L-04036-Primary-Tumor,C1245129-Recurrent-Tumor,C204057-Primary-Tumor,C266664-Additional-Metastatic,C3N-03450-Solid-Tissue-Normal,C685110-Additional-Metastatic,C3L-07213-Primary-Tumor,C761370-Recurrent-Tumor,C223491-Metastatic,C3N-03810-Primary-Tumor,C223491-Additional-Metastatic,C3N-02599-Primary-Tumor,C846363-Primary-Tumor,C761370-Primary-Tumor,C3N-03453-Primary-Tumor,C846363-Recurrent-Tumor,C3N-03797-Primary-Tumor
FBXL17,1.337024924,1.335703608,1.795012179,1.890269668,1.608420609,2.237055455,1.767634903,2.471661284,2.530173925,1.616060546,1.57967842,1.809821861,1.435877046,2.088032687,1.489266061,1.831639101,1.480562654,2.020001857,1.188301692,1.557551236,1.57791151,2.179828648,2.043284018,1.873725873,1.677136344,1.815572075,2.038467604,1.057067771,1.179170775,1.71611528,1.767794435,0.993842899,1.265845324,1.605762599,1.633157421,1.476566998,2.79522427,2.659599171,1.531713588,1.161708598,2.166675633,1.261362891,1.732354842,1.676907801,1.225723121,1.422002089,1.792315756,2.177859567,2.646755473,2.078701338,2.41239884,1.251978259,1.494992324,0.846248853,2.155014092,0.740345251,0.799503079,0.967167346,1.420829593,2.271685587,1.393694514,0.431854305,1.776285759,0.578522787,1.125485011,1.003763749,0.839147879,2.162866486,1.266267389,2.502413419,0.900261542,0.603063209,1.750441441,0.228361915,0.976822102,1.541406707,1.357632305,1.226437194,2.357573252,1.519306005,0.992311535,1.538636306,1.440076785,1.080167034,2.123572233,1.576642798,1.380094498,2.437025061,1.213367381,1.865287647,0.642575837,0.725302762,0.416425276,0.878649619,1.810885266,1.284937952,0.19089215,0.769743687,1.04893279,1.321662999,1.58382357,1.193707665,0.649790963,1.71771963,1.66450202,1.674614151,0.436662485,1.720255557,1.077886104,1.985472569,1.381654468,1.781406362,1.330159706,1.216826976,1.602224444,1.164537052,1.255506225,1.315551865,1.244129834,1.30879954,1.026607903,1.418308368,1.542495639,1.005955448,0.230815294,1.23619676,0.265449413,0.604679693,0.467699991,1.090175613,0.332269684,2.070928147,0.828498818,1.483255001,0.861045958,1.862015377,0.761574766,1.119395436,0.45971229,0.943039948,0.541940686,0.613706599,1.357014172,0.962474226,1.863273877,1.925657702,1.275615586,1.602157014,1.298861453,1.589260177
ZBTB47,1.592068271,1.248540326,2.59144931,2.11255139,1.677116936,2.49487927,1.98957116,2.343641029,2.221222281,1.528146199,1.318135778,2.190548885,1.30594134,2.956812411,1.901013779,3.76854504,2.098242739,2.028395106,1.12313012,1.757438035,1.367534369,2.359059246,2.759750386,1.823479364,1.605394508,1.686956256,2.765334963,0.912479827,1.38840444,1.817446894,1.380794064,1.054157434,1.205063926,1.540068581,1.950555918,1.418992648,2.389591167,2.536264089,1.469554814,1.408888224,2.113981011,1.176478716,1.731855638,1.706406871,1.165480661,1.761866064,1.874446437,2.114668476,2.534854592,1.881304691,2.481585421,1.251439498,1.070059924,0.998179609,2.890772368,1.254273352,0.924650246,1.166180947,1.588033316,2.862946279,1.278808686,0.440427584,1.876723735,0.659322981,1.141693688,0.616562452,0.538540048,2.211270336,1.717830838,2.159679651,0.70227981,0.662729166,1.344012247,0.199012673,1.095761002,1.097427953,2.008765068,1.052447978,3.822936416,1.097252864,1.268194705,1.069860809,1.874969168,1.015570516,1.17922414,1.640694024,1.69115266,2.337641857,1.245599979,1.564115699,0.504197494,0.662329471,0.393881052,1.264634411,1.707866118,0.696365643,0.282804874,1.108096604,0.74355733,1.237128553,1.729982416,1.25395682,0.869846277,1.68700013,1.383280566,1.769278811,0.406823946,1.571315602,1.036943905,2.272934814,1.959813734,2.209205503,1.608012907,1.480026974,1.352133377,1.328288771,1.001176002,1.407025558,1.152012475,2.149756715,0.933355096,2.515849514,0.99127558,1.094318864,0.137508724,0.799330709,0.368885707,1.096552003,0.628274194,0.998790388,0.394596535,2.332924992,0.867677117,1.16447909,0.583618764,1.937953579,0.66295233,1.135807218,0.563774496,1.081747039,0.985713209,0.665170419,1.284537279,1.288530537,1.798051372,1.423869827,1.872995991,1.669902243,1.285045162,1.607240516
LRWD1,1.177738501,1.280335061,1.367735932,2.008259665,1.25790505,2.467169161,1.551835925,2.039475206,1.533657806,1.243496831,1.255826616,1.666019851,1.165225263,2.038690748,1.596662361,2.218368624,2.425184573,1.888562168,1.279011322,1.449926764,1.355715093,2.075443114,1.425234583,2.71440867,1.847363212,1.85867238,1.913731895,1.168119489,1.410973628,1.36896091,1.395153953,1.319078867,1.312588673,1.450200336,1.227139634,1.145098139,2.448006563,3.251887374,1.70295803,1.559829663,1.952862678,1.46239376,1.254664311,1.66107112,1.388039275,1.950169561,1.878491914,1.684820474,2.649804281,2.202637708,1.164503486,1.029316784,1.064847387,0.813681178,3.087958418,0.940870066,0.663916198,1.366407768,1.724376437,1.466595425,2.068221989,0.520067525,1.937050697,0.597844984,1.055399867,1.247647823,1.146562835,1.583946267,1.067691192,1.463129496,1.805035599,0.833719248,1.506900865,0.369044117,1.134141183,2.830506549,2.434352417,1.789805529,2.670492457,1.299732276,1.227335405,1.46915799,1.980414637,0.85578709,1.181539962,1.882863086,1.363604478,2.095414008,0.907007182,1.731230796,0.661367018,0.827388046,0.440369053,2.475603671,1.68442987,1.127718434,0.315972249,0.764914546,1.296660477,1.051379677,1.654857235,1.565934023,1.017253843,3.43698296,1.558379171,3.294131747,0.301306081,1.195539901,1.080577806,2.193734059,6.640152293,4.100468899,1.394457028,1.479636511,1.640686546,1.211247795,0.864060913,1.262131105,1.555888139,1.338201407,0.674102158,1.485093692,0.66898462,0.814185533,0.118592413,0.638037004,0.640358188,0.586417939,0.443859796,0.620485881,0.367612316,2.631695663,2.485329833,1.505353414,0.888852119,1.652947439,1.714036075,1.050600673,0.931893298,0.80556647,0.592157103,0.653841607,1.076108246,1.606282174,1.761167065,2.350818474,1.522012085,1.340894989,1.730271914,1.978303859
CCDC39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.08189591,1.689535651,1.556040136,1.666039916,2.038722238,1.157234672,1.271834392,1.255105668,2.546838119,1.403748104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.158731935,1.23782828,1.260880944,0.831126825,1.488399088,1.566752519,1.082250605,24.37190623,1.766990068,1.297413231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.177391884,1.307905526,1.095168689,3.785341408,1.93248489,1.875950766,0.847047893,1.50463071,0.987770668,6.779028554
CNOT8,0.866146133,1.276657333,1.346023041,2.107906929,1.440615493,2.217706616,1.35856072,1.898887301,1.514127731,1.365949248,1.437076077,2.604057915,1.419581924,2.207387152,1.460590162,1.753452793,2.067015373,2.256657088,1.509774733,1.714623443,1.438978089,1.812515954,1.627831621,2.227284551,2.077585936,1.667488399,2.208149625,0.511424765,0.897976877,2.133735052,1.395589693,0.935027298,1.33894031,1.366511153,1.309219601,1.170109439,1.986519908,1.7075548,2.530530833,1.397730141,1.933175497,1.074168491,1.135447676,1.393971817,1.08275507,1.171210202,1.703614286,1.955245779,1.810939063,2.461772713,1.595440164,1.185886128,1.345541901,1.070156878,2.247480697,1.022889111,0.852657242,1.967499212,2.260438199,2.121131335,1.556640881,0.669726753,1.113245342,0.497416325,1.144981033,0.911141726,0.863971619,1.104331144,1.415888515,1.93025173,0.700235666,0.789780695,1.352369517,0.715899825,2.377751081,1.797177426,2.48362359,1.69202462,1.385944204,1.282760369,0.929602775,1.178203406,1.448495224,0.852886375,1.077762111,1.300676292,1.161120506,1.163504423,1.109822151,1.018975607,1.066628501,1.497469768,0.643613447,2.532833177,1.383052006,1.427427781,0.715493799,0.985183912,1.359121216,1.580693751,1.452499829,1.025548204,0.588900991,1.419897827,1.650154093,1.81405692,0.591389963,1.245046742,1.213293443,1.624451739,1.514571734,1.890760291,1.099935722,1.172468571,1.40476546,1.519732019,1.025584212,1.540241933,1.418062276,1.672912721,0.676844303,1.436928341,0.769524508,0.968924019,0.117817597,0.731071596,0.3391843,0.81397313,0.383071506,0.790746622,0.182800739,2.322639369,0.935941343,1.014418711,0.828043529,1.121080801,0.793821368,0.763834739,0.873443046,0.439764969,1.016349724,1.015807662,1.41910162,1.306184518,1.973865699,2.370253764,1.387269598,1.781696172,1.388952725,1.507541622
C19orf25,1.372593794,1.155476227,1.368568092,1.751644529,1.616840807,2.388297265,1.671483698,1.88293035,1.867465662,1.362384385,1.355237081,1.759516582,1.637502803,2.243705146,1.528459428,2.973207687,1.557731109,1.84174511,1.499685527,1.381126395,1.529374172,2.341343948,2.005723264,1.904452399,1.806359723,1.722079949,2.366623444,0.884823686,1.273321195,1.881002469,1.464622871,1.014724475,0.976874512,1.534520331,1.441230429,1.336197748,1.917303153,1.345478684,1.41560176,0.780350693,1.7774357,1.004614227,1.317344136,1.366281214,0.862968994,1.715410934,1.982421683,2.250926619,2.198296875,1.757509018,1.396523773,1.016390973,1.330392041,0.874586222,2.954982675,1.090574202,0.622324805,1.037083178,1.410804131,1.571490317,1.316202891,0.552276794,1.464599711,0.676025337,0.975859984,0.542206183,0.72839035,1.893639799,1.379686329,1.808638532,0.844555061,0.803086328,1.589931142,0.283232367,1.463055693,1.449595608,1.353895855,1.144368337,2.390432568,1.76447243,1.467967078,1.477773797,1.557447903,0.765257249,1.383872537,1.588137616,1.340233085,1.456850608,1.564314594,2.334331311,0.797999977,1.221361573,0.641323845,1.609963899,1.680904661,1.152657183,0.401906047,0.904039746,1.326526237,1.287726705,1.685056159,1.130739827,0.706663289,1.59350973,1.492104765,1.4737442,0.521400319,1.381851856,0.910761553,1.401662051,1.217034226,1.696747002,1.117085787,1.390050028,1.521771189,1.339328722,1.049860057,1.13713349,1.245659105,1.457149479,1.314609641,1.4943432,1.262824151,1.642108377,0.220315528,1.211359242,0.332565994,0.970795694,1.047405661,1.05967736,0.610402741,2.175178409,1.741449593,1.358016917,1.459923916,1.726063787,2.215930348,1.26009788,0.94975116,1.016189643,0.874628662,0.556335772,1.260802336,1.406403833,1.788392569,1.317203388,0.888862745,1.309348911,0.936483965,1.766828883
NIPSNAP3A,1.082113856,1.521141837,2.026256082,1.308949949,1.35767185,1.225011597,1.148965329,1.576062191,1.236326466,1.67892774,0.999509081,0.77476806,1.250842794,1.100067006,1.165653304,0.842734835,1.161725102,1.115788992,0.750316116,1.266749678,1.627437246,1.750923092,3.506013358,1.767583516,1.539303554,1.675949202,1.500339374,1.047456537,1.483969086,2.848352702,1.327071141,0.727910072,0.673359982,1.140092006,1.498248446,1.233873999,1.299617025,1.240643877,0.852604391,0.874714658,1.927595989,1.234843189,2.305112145,1.530257473,1.186798436,2.481462644,1.366036116,1.730333353,1.678640409,1.66459807,2.303525569,1.893585673,1.983637215,0.905147827,6.831250684,1.409235587,0.960889928,1.005250632,1.010851634,1.082737017,0.700866873,0.387804642,1.77702112,1.385661517,1.082410741,1.82202638,1.173820556,1.942642822,1.886381866,1.210233411,0.61036353,0.575437432,2.578495449,0.999764527,1.476370016,4.480785908,1.703721869,0.886483746,3.864541777,1.294929573,2.026801349,1.231335678,1.009158929,0.788792424,1.676426057,1.513068778,1.00797075,1.704706029,1.404268944,1.413311355,1.326940589,0.704292579,1.302243081,1.254177541,1.077757052,3.012556293,0.223409237,0.964354943,2.484126608,2.126001426,0.966533448,1.110710915,1.089379531,1.204907038,2.398328212,0.959322865,2.387485901,1.502798696,1.153103971,1.551163253,2.247429721,1.848075901,1.473377472,1.116161355,1.261558705,1.316006909,2.204796476,2.303085315,1.406087771,1.058326027,2.034018803,1.497007356,4.70500472,1.435547643,0.459713186,1.093044147,0.319196399,1.113700914,0.515779449,1.545925155,0.421003814,1.482274294,2.801271029,1.059953561,2.211988217,1.044899918,1.214757142,2.374100255,0.951496734,1.309610127,0.592567209,2.446785601,1.309686043,3.513790264,1.429051464,1.157139874,1.244035513,2.31791618,1.541173004,2.366334629
GASK1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.107239618,3.010912917,4.778997243,2.325892311,1.88657294,1.225493036,1.440637346,1.622534994,1.611713482,1.709689748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39145568,1.680221862,1.83908236,2.391061358,1.486866074,2.315443117,2.067167461,2.217721065,1.697072624,1.47596713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276076792,0.180090056,1.723726377,0.54232095,0.992067633,0.305287807,0.403454552,1.316671124,1.615087884,1.403728782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.145012137,1.237966469,1.329272796,2.656534517,1.921996951,1.969284551,2.41815153,2.234453299,1.602605598,1.769467406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.895225368,1.372713401,1.851328148,1.776544275,1.560353587,0.923957792,2.443426567,2.036363294,0.867575427,1.016186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47598506,1.796995858,2.866508331,1.960025939,0.964051179,3.072847,1.280841013,1.47227002,0.790176016,1.044677312,0.831374851,1.179945667,0.667093384,0.320286925,0.335699941,0.339474107,0.127024723,0.247522141,0.319562297,0.316912929
CGGBP1,1.125913356,1.373146957,2.103049519,2.214753489,1.469008267,2.932937097,1.484437579,2.165899032,2.028373218,1.421937674,0.989173519,2.017201399,1.091530295,3.433213032,1.679309166,2.324050567,1.878907553,2.060173673,1.215938849,1.649597615,0.920880232,1.986095498,1.822151212,2.486677546,1.775406929,2.155529205,1.870474844,0.563760455,1.239679729,1.526634426,1.391062932,1.376752442,1.577780955,1.501443732,1.350048102,1.109612241,3.235145,4.317666411,2.220828915,1.342653994,2.176082329,0.960261197,1.383838416,1.602240843,1.113552672,1.038843063,1.824981154,1.947777577,2.633023205,1.73359052,1.271579543,0.953067006,0.55601434,0.719099818,3.250078135,1.023712137,0.510227958,1.243191489,1.699054957,2.043060049,1.528639146,0.466105891,1.926470325,0.467785851,1.125046768,1.335331806,0.692984146,2.390237063,1.055733217,2.325006596,1.445850686,0.709453218,1.143483494,0.301142443,1.014138431,1.846693297,1.491887684,1.720734822,1.618470362,1.375326789,0.980712231,1.112113248,2.408032115,0.855342814,1.258629956,1.483462872,1.56570477,1.270716018,0.980090215,1.269055832,0.551689933,1.088671012,0.332267067,1.462505809,1.745178098,0.648392882,0.249056745,0.641245063,0.947289159,0.914322567,1.531777448,1.375722851,0.710682567,2.85869778,1.090151374,4.432292461,0.277965232,1.179472892,1.003015955,2.50581375,2.43724119,1.941984031,0.810899202,1.139945308,1.650672445,1.15914366,0.89545217,1.421725057,1.224401236,1.877234188,0.499305151,1.630374145,0.728736659,0.863285129,0.151228106,0.578976507,0.246183392,0.978641063,0.821781679,0.628016122,0.316218201,3.473450349,1.202324648,1.714463851,0.819088861,1.808489311,1.171026139,1.080281959,1.305252008,0.926203969,0.420908223,0.601162227,1.016168683,1.306010849,1.745294593,1.868583707,0.755271539,1.335871246,1.402395147,1.503548055
IFT172,1.160203578,1.504723174,1.294713782,2.037160169,1.784037863,2.645154453,1.956233801,2.573370113,1.991405671,1.759294159,1.412634431,1.536977723,2.017433511,1.775370495,1.846665869,2.583350488,1.497101499,1.793954952,1.724739231,1.477790115,1.807360812,2.246862066,2.35471153,2.874957387,1.93657133,2.203018379,1.748678301,1.051817242,1.85269978,1.776790469,2.372706945,1.366137161,1.225598023,1.442807255,1.648798606,1.358703544,2.117456883,1.452346005,1.124615468,0.953302225,1.619028675,1.043819262,1.281979355,1.874246654,1.156886795,2.278907465,1.711989601,2.275430452,1.964384684,1.664589133,0.943111526,0.972394356,0.759716747,0.629254996,2.454720225,0.904914292,0.688462989,1.792830463,2.058931768,1.750266087,1.988888309,0.57766391,1.442881252,0.754284587,1.099714776,0.953379069,0.897989389,2.220924768,1.082831115,2.05880559,0.412099928,0.671302404,1.800399704,0.410564713,1.58670388,1.27320087,1.674046486,1.255912302,3.392073094,1.428692265,1.130560441,1.36379298,1.498594047,1.370041132,1.637196431,1.825504474,1.480523071,5.237249496,1.559124903,1.823325316,0.900887532,1.170606831,0.541961372,2.167794284,2.202305975,1.103438343,0.489802059,0.875068014,1.901920129,1.17030121,1.974384716,1.081026832,0.488398998,1.663288592,1.345626705,0.834770295,0.389118951,1.262554781,0.864340404,1.351678088,1.583508963,1.434777253,1.778982028,1.494339777,1.643613523,1.528936443,0.836693523,1.876875211,1.900841887,1.6867939,1.285351365,1.650679782,1.499956011,1.324909525,0.299729717,1.535517051,0.521363565,1.774872009,0.926745829,1.358054163,0.496681298,2.262850121,1.027406981,1.152520972,1.140819135,1.82326708,1.061097241,1.159391089,0.796205754,1.140241247,0.575070789,0.654318368,1.494107627,2.372843401,2.193511999,2.115613071,1.468436499,1.670467567,1.790688751,4.488244828
GIMAP2,1.42974472,1.476113088,1.05413286,1.986274657,2.153636599,2.851945005,1.977645086,2.400739948,1.675263138,1.863628221,1.019044149,2.066996195,3.658090342,1.99473049,2.413361514,2.094370056,1.890358294,2.176543559,2.644905596,1.790494736,2.125660551,2.990405298,1.661880386,3.264020334,1.133544366,2.051784645,1.613776045,0.89986813,1.838949586,1.688179842,2.482759359,1.617718143,2.178359728,1.554999533,2.690768305,0.950049455,2.993194038,1.12103699,0.926127031,0.444894557,1.750989301,0.802305544,0.890573428,2.089123704,1.127982807,1.850892078,1.620904929,2.023777297,1.956441919,1.668772201,0.726163413,0.803470046,0.433008225,0.987318288,1.382483757,0.532559631,0.636720106,1.784219628,2.759444524,1.161983672,2.860889424,1.11642792,1.058559365,0.755817055,1.567712392,0.37307262,0.924278291,1.952364674,3.329438981,1.946249738,0.812609246,0.207807548,2.61102922,0.129828933,1.774373962,0.751707673,1.205123916,1.516109487,2.322986928,3.103878018,1.024793245,1.596609919,0.85844469,1.016261797,1.270533254,1.499978042,1.31844792,2.139180832,0.915900592,1.698463556,0.758421888,1.454124411,0.509906087,1.113633775,1.877294551,0.922439743,0.330393119,0.53044801,0.880813035,1.128645421,1.664529825,1.279141298,0.594561663,1.448623915,1.289260831,1.17510509,0.168151038,2.22667272,0.641639861,1.998588958,1.354067278,2.042008784,2.454044226,0.9301478,1.36212913,2.72355664,0.382273511,1.462185986,1.028217655,5.641982479,0.515280018,1.803964302,1.151987029,2.278810995,0.389865133,0.765558437,0.161839526,2.873584261,1.567667803,1.090167675,0.438552019,1.827461782,0.490797829,1.8475722,1.258328252,1.166706224,0.772919553,0.827022343,0.648741097,1.289189912,0.316587402,0.443766629,1.845593879,1.124815907,2.614655372,2.329982793,1.216865181,1.280708648,2.163796404,2.177227844
PISD,0.828983964,0.91142858,1.220684965,1.917658397,1.437929414,1.907070333,1.487668487,1.479849284,1.645051975,1.392455419,2.619003541,1.115325089,1.520776205,1.410573129,1.044741494,1.300611759,2.279903342,1.038349592,1.059552322,1.159687522,1.247645468,2.016647878,1.775658619,2.415480826,1.21113407,1.205703989,2.605037461,0.654963837,0.981182068,2.184586374,0.984205799,0.752971479,0.815430972,1.546708524,1.394450877,1.609949305,1.214501849,1.883718684,1.177050809,1.173755576,1.903663828,0.791343188,2.364774137,2.018651052,1.022311596,0.878751593,1.58867205,1.294716414,1.544226688,1.531335501,3.498957695,1.590444806,2.662083655,0.740607341,1.400066694,0.582312996,0.908694416,0.724889186,1.109852884,1.292468349,1.2494299,0.370985476,1.881160296,0.997538547,0.994714238,0.891372244,0.812508887,1.634775554,2.040653505,1.288526251,1.50984096,0.84220895,1.915224908,0.373550331,1.179327272,2.187805412,0.999111737,0.792074196,1.782276561,1.569200158,1.249831059,1.346536905,1.384457499,0.629025592,1.077547513,1.118953335,0.843220077,1.793085669,1.73326805,1.36898315,0.717194454,0.749116386,0.961687512,2.239548423,1.173173053,2.229923867,0.406272764,1.282296808,0.950126472,3.782809909,1.184279972,1.42443476,0.86394575,1.929778461,1.645450278,1.289778247,0.345233176,1.959434333,0.799365275,1.522805811,2.265879729,1.94930412,2.477256597,1.032548883,1.905406225,1.482570625,2.633131915,1.447522861,1.086659281,1.471219729,2.164576083,1.3604545,3.139014547,2.033216168,0.253831168,1.764640698,0.360092763,0.832664742,0.553183675,0.992721338,0.559969417,1.56127061,1.848690137,1.614210638,1.722111552,1.939696027,1.978142274,1.982639401,1.390510036,1.651917127,1.675214795,1.117537102,1.645878474,1.292158099,1.667378126,1.40434103,1.022350841,1.156258214,1.561351238,1.503177885
ABCF2,1.319855843,1.634275719,1.035495703,1.812406762,1.371999299,2.643310009,1.352338988,1.819595856,1.819859499,1.205865898,1.040019968,1.524991594,1.516643582,1.989173456,1.865476701,1.948794018,1.569352359,1.511293552,1.336438534,1.649098749,1.552923428,2.32398949,1.511374227,2.721241469,1.523378816,1.886468652,2.070789196,0.718649314,1.097278953,1.644849786,1.403067,1.354571455,1.292169417,1.742144689,1.345085107,1.04478115,2.332467521,1.508468117,1.485391456,0.953265444,1.688063584,1.050279174,1.33474701,1.666976985,1.068858126,1.35734989,1.463686445,2.099165166,1.772843818,1.579854465,1.047121704,0.78469718,0.732272309,0.673477295,2.333129891,0.721497304,0.551209226,1.5083907,1.841271921,2.083141482,1.566677735,0.656643869,1.137675761,0.658330415,1.05738854,0.60372599,0.634714109,1.933429001,1.116786035,1.450277947,0.947196046,0.460753324,1.22948643,0.197975845,1.332038093,1.369176648,1.717274344,1.270870933,2.390921113,1.384608258,1.243354182,1.606059806,1.186181589,0.652556876,1.267538277,1.461500122,0.930379882,1.36754607,1.233183342,2.013146931,0.516825752,0.937761285,0.460017294,1.28390038,1.772351798,0.727807591,0.257520043,0.688276138,1.302224337,0.975892202,1.694445611,1.37814732,0.673592363,2.390604948,1.494489488,1.361615016,0.290117129,1.456301027,0.762890936,1.743483577,1.318708578,1.488418631,1.221170431,0.958484276,1.372925003,1.243555275,0.929292425,1.271562678,1.228405099,1.570731218,0.942926431,1.806883752,1.034072721,0.871449932,0.168272385,0.930720353,0.303402278,0.941805385,0.619863641,0.930079347,0.284619583,2.485104374,1.281164601,1.269788365,0.827090675,1.105361306,1.213838943,0.821770987,0.560876586,0.901144162,0.509510469,0.498877333,1.374858617,0.854612718,2.011076342,2.047504844,1.222834093,1.462288698,1.7837438,1.46707819
